customer_id,rfm_score,segment,recency_days,revenue
Sean_O'Donnell,423,Others,29,2603
Neoma_Murray,142,loyals,244,2163
Tim_Taslimi,111,lost n cheap,406,439
Sandra_Glassco,413,Others,8,3406
Cathy_Armstrong,112,Others,401,1680
Greg_Hansen,411,Others,2,147
Eudokia_Martin,211,Others,113,1040
Brendan_Dodson,111,lost n cheap,278,321
Amy_Cox,434,big spenders,11,5528
Brad_Thomas,111,lost n cheap,659,415
Ben_Peterman,443,loyals,1,3675
Art_Ferguson,332,Others,41,2052
Carol_Darley,311,Others,54,640
Chris_McAfee,113,Others,385,2307
Clay_Rozendal,312,Others,57,2149
Sung_Chung,211,Others,131,281
Liz_Preis,433,Others,9,3654
Alex_Grayson,411,Others,8,662
Sally_Knutson,411,Others,8,884
Bill_Overfelt,213,Others,137,2684
Darrin_Van_Huff,411,Others,19,1121
Roy_Skaria,411,Others,19,23
Scot_Coram,214,big spenders,149,4372
Barry_Pond,211,Others,83,983
Bobby_Elias,213,Others,98,2262
Craig_Leslie,213,Others,105,2353
Jim_Sink,311,Others,42,1131
Raymond_Buch,224,big spenders,96,15117
Max_Ludwig,432,Others,29,2072
Larry_Blacks,311,Others,48,50
Charles_McCrossin,423,Others,26,2533
Joni_Wasserman,432,Others,5,1243
Ted_Butterfield,212,Others,119,1469
Ed_Ludwig,211,Others,77,125
Christy_Brittain,432,Others,26,1950
Alejandro_Savely,423,Others,19,3214
Maureen_Fritzler,111,lost n cheap,421,936
Justin_Ellison,413,Others,20,2698
Harold_Engle,411,Others,12,884
Phillip_Flathmann,212,Others,114,2207
Vivian_Mathis,211,Others,117,381
Jason_Gross,422,Others,2,2241
Todd_Boyes,211,Others,146,834
Cynthia_Voltz,443,loyals,5,2370
Joy_Bell-,331,Others,43,644
Jim_Radford,112,Others,593,1157
Caroline_Jumper,134,big spenders,189,11166
Laurel_Beltran,234,big spenders,152,4987
Bryan_Davis,121,Others,327,658
Susan_Vittorini,432,Others,2,1904
Troy_Blackwell,112,Others,285,1387
Scott_Williamson,422,Others,30,1966
Bill_Eplett,214,big spenders,119,4205
Sean_Wendt,211,Others,162,1019
Neola_Schneider,413,Others,6,2576
Don_Weiss,211,Others,98,343
Susan_MacKendrick,111,lost n cheap,606,1043
Tom_Ashbrook,314,big spenders,69,14595
Jane_Waco,324,big spenders,42,7722
Anna_Chung,111,lost n cheap,282,658
Christopher_Conant,314,big spenders,43,12129
Erica_Bern,412,Others,0,1644
Jill_Matthias,411,Others,0,304
Susan_Gilcrest,111,lost n cheap,226,49
Ken_Dana,112,Others,289,2244
Robert_Waldorf,213,Others,79,3496
Cindy_Chapman,342,loyals,39,1660
Nancy_Lomonaco,312,Others,58,1419
Anthony_O'Donnell,111,lost n cheap,501,161
Aaron_Smayling,233,Others,88,3050
Adrian_Shami,311,Others,41,59
Ralph_Ritter,411,Others,19,616
Peter_McVee,314,big spenders,51,4115
Claire_Gute,112,Others,338,1149
Lela_Donovan,111,lost n cheap,552,5
Anemone_Ratner,111,lost n cheap,534,88
Jason_Klamczynski,111,lost n cheap,287,384
Carl_Jackson,111,lost n cheap,365,17
Janet_Martin,323,Others,37,3159
Rob_Beeghly,411,Others,25,529
Michael_Dominguez,312,Others,36,1205
Lindsay_Williams,323,Others,33,3231
Christina_DeMoss,312,Others,42,1206
Pete_Takahito,311,Others,71,160
Jennifer_Halladay,411,Others,5,310
Sarah_Bern,112,Others,201,1349
Jenna_Caffey,211,Others,175,1058
Tony_Molinari,211,Others,130,1095
Henia_Zydlo,311,Others,35,886
Michelle_Lonsdale,211,Others,79,742
Patricia_Hirasaki,311,Others,70,730
Mick_Hernandez,444,best.customers,5,5503
Mitch_Gastineau,111,lost n cheap,264,17
Ricardo_Sperren,213,Others,76,3221
Jocasta_Rupert,311,Others,68,864
Clay_Cheatham,411,Others,27,113
Christine_Abelman,412,Others,13,1422
Carl_Ludwig,212,Others,106,1263
Theresa_Coyne,211,Others,106,1038
Mike_Kennedy,111,lost n cheap,240,1032
Chuck_Sachs,411,Others,27,551
Roland_Murray,111,lost n cheap,299,98
Michael_Oakman,211,Others,180,154
Thais_Sissman,111,lost n cheap,357,5
